gds_jan_cd,,gdm_media_name,gds_tax_type,,,gdm_media_cd,
2002000005090,ｼｮｳﾋﾝｶｺｳﾘｮｳ,商品加工料,1,0,0,87020,1
2002000005106,ｼｭｳﾘﾀﾞｲｷﾝ,修理代金,1,0,0,87030,1
2002000005113,ｿｳﾘｮｳ,送料,1,0,0,87040,1
2002000005120,ﾚﾝﾀﾙｼﾖｳﾘｮｳ,レンタル使用料,1,0,0,87050,1
2002000005137,ﾊｰﾄﾞﾎｼｭﾘｮｳ,ハード保守料,1,0,0,87060,1
2002000005144,ｶｲｾﾝｼﾖｳﾘｮｳ,回線使用料,1,0,0,87070,1
2002000005151,ﾃﾝﾎﾟｲｼﾞﾋ,店舗維持費,1,0,0,87080,1
2002000005168,ｺﾋﾟｰｻｰﾋﾞｽ,コピーサービス,1,0,0,87091,1
2002000005175,DPE,DPE,1,0,0,87092,1
2002000005182,ﾀﾞﾋﾞﾝｸﾞ,ダビング,1,0,0,87093,1
2002000005199,ｿﾉﾀｻｷﾞｮｳﾘｮｳ,その他作業料,1,0,0,87910,1
2002000005205,ｿﾉﾀﾀﾞｲｷﾝ,その他代金,1,0,0,87920,1
2002000005212,ﾑｹｲｼｮｳﾋﾝｿﾉﾀ,無形商品その他,1,0,0,87990,1
2002000005229,ｻﾞｯｶ,雑貨,1,0,0,88000,1
2002000005236,ｿﾉﾀ,その他,1,0,0,89000,1
2002000005243,ｹﾝﾃｲｶﾞﾝｼｮ,検定・願書,1,0,0,89010,1
2002000005472,ﾋｯｷｸﾞ,筆記具,1,0,0,51910,1
2002000005489,ｼｭｳｾｲﾖｳﾋﾝ,修正用品,1,0,0,52910,1
2002000005496,ｼﾞﾑﾖｳﾋﾝ,事務用品,1,0,0,53910,1
2002000005502,ｼﾞﾑﾖｳｶﾐｾｲﾋﾝ,事務用紙製品,1,0,0,54910,1
2002000005519,ﾉｰﾄ,ノート,1,0,0,55910,1
2002000005526,ﾋﾞﾝｾﾝﾌｳﾄｳ,便箋・封筒,1,0,0,56910,1
2002000005533,ﾃﾝﾚｲﾖｳﾋﾝ,典礼用品,1,0,0,57910,1
2002000005540,OAﾃﾞﾝｼﾌﾞﾝｸﾞ,OA・電子文具,1,0,0,58910,1
2002000005557,ﾌｧｲﾙ,ファイル,1,0,0,59910,1
2002000005564,ｶﾞｸﾄﾞｳﾌﾞﾝｸﾞ,学童文具,1,0,0,5A910,1
2002000005571,ｼｮﾄﾞｳﾖｳﾋﾝ,書道用品,1,0,0,5B910,1
4910247610701,Sｱｽｷ-ﾃｽﾄ,Ｓアスキーテスト,0,695,0,40110,0
9784797424225,ｺｲｽﾞﾐｸﾝ,小泉くん,0,1400,0,43100,0
2001999900331,Lｿﾄｾﾞｲﾋﾝｾﾞﾛ,L外税品ゼロ,0,0,0,99100,1
2001999900348,Lｳﾁｾﾞｲﾋﾝｾﾞﾛ,L内税品ゼロ,1,0,0,99101,1
2001999900355,Lﾋｶｾﾞｲﾋﾝｾﾞﾛ,L非課税品ゼロ,2,0,0,99102,1
2001999900362,Lｼｮｸﾋﾝｾﾞﾛｿﾄ,L食品ゼロ,0,0,0,99201,1
9784778200862,,ネット＋マイニング　先端企業１６選,1,1650,0,43400,1
9784778200619,,ＩＳＯ２７００１でひもとく情報セキュリテ,1,1760,0,43400,1
9784798013411,,ＩＳＯ２００００の基本と仕組みがよ～くわ,1,1980,0,43400,1
9784091212665,,名探偵コナン　　６０,1,499,0,40200,1
9784091233790,,名探偵コナン　　　９,1,499,0,40200,1
9784091233783,,名探偵コナン　　　８,1,499,0,40200,1
9784091255006,,名探偵コナン　３０,1,499,0,40200,1
9784091254979,,名探偵コナン　　２７,1,499,0,40200,1
9784091254993,,名探偵コナン　　２９,1,499,0,40200,1
9784091233769,,名探偵コナン　　　６,1,499,0,40200,1
9784091264114,,名探偵コナン　　４１,1,499,0,40200,1
9784091233776,,名探偵コナン　　　７,1,499,0,40200,1
9784091233721,,名探偵コナン　２,1,416,0,40200,1
9784091261625,,名探偵コナン　　３２,1,499,0,40200,1
9784091264152,,名探偵コナン　４５,1,429,0,40200,1
9784091261649,,名探偵コナン　　３４,1,499,0,40200,1
9784091261663,,名探偵コナン　３６,1,499,0,40200,1
9784091264138,,名探偵コナン　４３,1,499,0,40200,1
9784091261687,,名探偵コナン　　３８,1,499,0,40200,1
9784091233752,,名探偵コナン　５,1,499,0,40200,1
9784167323028,,納棺夫日記　増補改訂版,1,481,0,41100,1
9784344409996,,渋谷ではたらく社長の告白,1,586,0,41100,1
9784167217617,,エッセイで楽しむ　日本の歴史　下,1,838,0,41100,1
9784576941127,,チャイナ・ウォー　　１３,1,911,0,41100,1
9784088771731,,リアル　６,1,649,0,40200,1
9784088773520,,リアル　７,1,649,0,40200,1
9784088777627,,リアル　　　９,1,715,0,40200,1
9784088790602,,リアル　　１０,1,715,0,40200,1
9784088761435,,リアル　　　１,1,649,0,40200,1
9784088792323,,リアル　　１１,1,715,0,40200,1
9784088765112,,リアル　　　３,1,715,0,40200,1
9784088768823,,リアル　　　５,1,715,0,40200,1
9784062565578,,機長の一万日　コックピットの恐さと快感！,1,814,0,41100,1
9784198902414,,強情っぱりの候補生,1,691,0,41100,1
9784003106211,,萩原朔太郎詩集,1,1045,0,41100,1
9784569575865,,風の陣　立志篇,1,712,0,41100,1
9784087465617,,路傍,1,628,0,41100,1
9784334783372,,第三の役たたず,1,607,0,41100,1
9784094042948,,日の丸あげて　当節怪談事情,1,544,0,41100,1
9784101181554,,ロ－マ人の物語　５,1,440,0,41100,1
9784167523015,,ハラスのいた日々,1,759,0,41100,1
9784840100120,,エリア８８　　　９,1,649,0,41180,1
9784087475050,,無境界家族,1,586,0,41100,1
9784167788025,,プリンセス・トヨトミ,1,785,0,41100,1
9784840100137,,エリア８８　　１０,1,649,0,41180,1
9784101422213,,流星たちの宴,1,942,0,41100,1
9784167732011,,イニシエ－ション・ラブ,1,628,0,41100,1
9784094088434,,ようこそ、わが家へ,1,935,0,41100,1
9784488464011,,アヒルと鴨のコインロッカー,1,712,0,41100,1
9784062769778,,カラスの親指,1,946,0,41100,1
9784062605595,,ナニワ金融道　　　４,1,814,0,41180,1
9784042836025,,大神殿,1,1100,0,41100,1
9784062771306,,浪花少年探偵団　新装版,1,792,0,41100,1
9784167904388,,ロスジェネの逆襲,1,770,0,41100,1
9784253172905,,恐怖新聞　　　２,1,691,0,41180,1
9784062648547,,狐罠,1,817,0,41100,1
9784167168957,,鬼女の花摘み　御宿かわせみ　　３０,1,715,0,41100,1
9784167200152,,一豊の妻,1,523,0,41100,1
9784122053601,,美女いくさ,1,942,0,41100,1
9784122027756,,十六の話,1,942,0,41100,1
9784048708241,,ビブリア古書堂の事件手帖　２　―栞子さん,1,583,0,41100,1
9784048866583,,ビブリア古書堂の事件手帖　　　３,1,605,0,41100,1
9784048914277,,ビブリア古書堂の事件手帖　４,1,627,0,41100,1
9784822241308,,社長失格　ぼくの会社がつぶれた理由,1,1760,0,42200,1
9784778202149,,『本』でビジネスを創造する本,1,1540,0,43400,1
9784398115805,,札幌・小樽・旭川・富良野・函館　２版,1,990,0,48102,1
9784806126614,,簿記検定に面白いほど受かる本　日商２級　商簿　基礎編　〔２０,1,1320,0,43400,1
9784093033169,,ねこの健康事典　子猫から高齢猫まで一生安,1,1650,0,44200,1
9784798100234,,イノベーションのジレンマ　増補改訂版,1,2200,0,43800,1
9784861821950,,２１世紀の歴史　未来の人類から見た世界,1,2640,0,43300,1
9784866000084,,日本復活の鍵　起業工学,1,1760,0,43400,1
9784479791928,,ウェブ３．０型社会　リアルとネット、歩み,1,1540,0,42200,1
9784885531927,,団塊マ－ケティング,1,1980,0,43400,1
9784163742205,,日本復興計画,1,1257,0,42200,1
9784422100517,,人を動かす　新装版,1,1650,0,42480,1
9784797313208,,ｉモ－ドＷｅｂ　ＨＴＭＬリファレンス,1,1980,0,44500,1
9784788506381,,社会と環境の理論,1,3960,0,47700,1
9784881667446,,Ｘｐｅｒｉａ　Ｐｅｒｆｅｃｔ　Ｍａｎｕａｌ,1,1848,0,44500,1
9784881666500,,ｉＰｈｏｎｅ３Ｇ　ＰｅｒｆｅｃｔＭａｎｕ,1,1760,0,44500,1
9784797310153,,インタ－ネットワ－キングトラブルシュ－ティングハンドブック,1,7040,0,44500,1
9784797320879,,Ｅｘｃｅｌ　ＶＢＡ実用サンプルコレクション,1,3300,0,44500,1
9784797310160,,トップダウンネットワ－クデザイン,1,5940,0,44500,1
9784891005153,,Ｗｅｂアプリケーション構築技法－ＡＳＰ．,1,4180,0,44500,1
9784800712257,,Ｕｂｕｎｔｕサーバー徹底構築,1,3058,0,44500,1
9784839964863,,Ｕｂｕｎｔｕスタートアップバイブル,1,3993,0,44500,1
9784777512546,,はじめてのＳＱＬ,1,2530,0,44390,1
9784797309485,,Ｗｉｎｄｏｗｓ　ＮＴサ－ビスプログラミング,1,5280,0,44500,1
9784797324396,,はじめてのＲｅｄ　Ｈａｔ　Ｌｉｎｕｘ　９,1,2640,0,44500,1
9784774148915,,Ｊｅｎｋｉｎｓ実践入門～ビルド・テスト・,1,3058,0,44500,1
9784904774724,,自律走行ロボットの制御技術,1,4620,0,44340,1
9784871938778,,Ｅｘｃｅｌ　２００２　ＶＢＡ実践プログラミングリファレンス,1,3850,0,44500,1
9784797362329,,ｉＰｈｏｎｅデジカメプログラミング,1,3080,0,44500,1
9784844332220,,ｉＯＳ５（ファイブ）プログラミ,1,3520,0,44500,1
9784877834548,,Ｆｕｓｉｏｎ３６０操作ガイド　ＣＡＭ・切削加工編　２０１９年,1,3080,0,44390,1
9784091233806,,名探偵コナン　１０,1,426,0,40200,1
9784091233745,,名探偵コナン　４,1,416,0,40200,1
9784091233738,,名探偵コナン　　　３,1,499,0,40200,1
9784091261618,,名探偵コナン　３１,1,499,0,40200,1
9784091264121,,名探偵コナン　　４２,1,499,0,40200,1
9784091264145,,名探偵コナン　４４,1,499,0,40200,1
9784091264169,,名探偵コナン　４６,1,499,0,40200,1
9784091201102,,名探偵コナン　５３,1,499,0,40200,1
9784091250414,,名探偵コナン　１１,1,499,0,40200,1
9784091250490,,名探偵コナン　　１９,1,499,0,40200,1
9784091254962,,名探偵コナン　　２６,1,499,0,40200,1
9784532319090,,日経業界地図　２０１４年版,1,1100,0,43400,1
9784096580707,,松尾芭蕉集　　　１,1,5122,0,42100,1
9784096580714,,松尾芭蕉集　　　２,1,5122,0,42100,1
9784756116321,ﾌﾟﾛﾌｪｼｮﾅﾙ ｼｪﾙ ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ,プロフェショナル・シェルプログラミング,1,1922,0,44500,1
9784756100771,ﾕﾆｯｸｽ ｼｽﾃﾑ ﾁｭ-ﾆﾝｸﾞ,ＵＮＩＸシステムチュ－ニング,1,3417,0,44500,1
9784797306385,ｲﾝｻｲﾄﾞ ﾗｲﾄｳｪ-ﾌﾞ ｽﾘ-ﾃﾞｨ-,Ｉｎｓｉｄｅ　ＬｉｇｈｔＷａｖｅ　３Ｄ,1,8360,0,44500,1
9784756136862,ｴｯｸｽｴﾑｴﾙ ﾆ ﾖﾙ ｳｪﾌﾞ ｱﾌﾟﾘｹ-ｼｮﾝ ｾｯｹｲ ｷﾞﾎｳ,ＸＭＬによるＷｅｂアプリケ－ション設計技法,1,3080,0,44390,1
9784797316797,ﾊｼﾞﾒﾃ ﾉ ﾎﾟｽﾄｸﾞﾚｴｽｷｭ-ｴﾙ ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ,はじめてのＰｏｓｔｇｒｅＳＱＬプログラミング,1,2860,0,44500,1
9784797321463,ｱｸｼｮﾝｽｸﾘﾌﾟﾄ ﾌﾟﾗｽ ｼ-ｼﾞ-ｱｲ ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ,ＡｃｔｉｏｎＳｃｒｉｐｔ＋ＣＧＩプログラミング,1,2860,0,44500,1
9784818523050,ｻｲｼﾝ ｾｲｶ ｼﾕｷﾞｶﾞﾀ ｼﾞﾝｼﾞ ｺｳｶ ｼ-ﾄｼﾕｳ,最新　成果主義型人事考課シート集,1,6380,0,43400,1
9784844324058,ｾｶﾝﾄﾞ ﾗｲﾌ ｺｳｼｷ ｶﾞｲﾄﾞ ｼ-ﾃﾞｲ-ﾛﾑﾂｷ,セカンドライフ公式ガイド　ＣＤ－ＲＯＭ付,1,3520,0,42400,1
9784797322798,ｻｲﾎﾞｳｽﾞ ｴ-ｼﾞ- ﾊﾞ-ｼﾞｮﾝ ｲｯﾃﾝﾆ ｺｳｼｷ ｶﾝｾﾞﾝ ﾏﾆｭｱﾙ,サイボウズＡＧ（エ－ジ－）　ｖｅｒ　１．２公式完全マニュアル,1,3278,0,44500,1
9784297100186,ｳﾌﾞﾝﾄｳ ﾊｼﾞﾒﾙ ｱﾝﾄﾞ ﾀﾉｼﾑ 100 ﾊﾟ-ｾﾝﾄ ｶﾂﾖｳ,Ｕｂｕｎｔｕはじめる＆楽しむ１００％活用,1,2068,0,44500,1
9784764903753,ﾈﾂﾄ ｺﾓﾝｽﾞ ﾃﾞ ﾎﾝｶｸ ｳｴﾌﾞ ｻｲﾄ,ネットコモンズで本格ウェブサイト,1,2530,0,44500,1
9784797311563,ｳｪﾌﾞ ｵﾌﾞｼﾞｪｸﾂ ｼﾞｯｾﾝ ｶﾞｲﾄﾞﾌﾞｯｸ,Ｗｅｂ　Ｏｂｊｅｃｔｓ実践ガイドブック,1,4620,0,44500,1
9784891005115,ﾏｲｸﾛｿﾌﾄ ｴｽｷﾕ-ｴﾙ ｻ-ｳﾞｱ- 2005 MICROSOFT,ＭＳ　ＳＱＬ　Ｓｅｒｖｅｒ２００５,1,2640,0,44500,1
9784887350571,ﾐﾃﾞｨ ﾌﾟﾛｸﾞﾗﾐﾝｸﾞ,ＭＩＤＩプログラミング,1,3960,0,44500,1
9784756102737,ｴﾇｴﾌｴｽ ｱﾝﾄﾞ ｴﾇｱｲｴｽ,ＮＦＳ　＆　ＮＩＳ,1,5126,0,44500,1
9784756102980,ｴﾑｴｲﾁ ｱﾝﾄﾞ ｴｯｸｽｴﾑｴｲﾁ,ＭＨ　＆　ｘｍｈ,1,6194,0,44500,1
9784887350359,ｳﾞｲﾋﾞ- ｽｸﾘﾌﾟﾄ ﾆｭｳﾓﾝ,ＶＢＳｃｒｉｐｔ入門,1,4164,0,44500,1
9784274062568,ﾏｽﾀﾘﾝｸﾞﾃｲ-ｼ-ﾋﾟ-ｱｲﾋﾟ-,マスタリングＴＣＰ／ＩＰ　応用編,1,4180,0,44500,1
9784756130365,ﾁｭｳｼｮｳ ﾗﾝ ﾜﾝ ｷｮｳｶｼｮ,中小ＬＡＮ／ＷＡＮ教科書,1,3740,0,44390,1
9784593505838,ﾕﾒ ﾆ ﾒｻﾞﾒﾙ ｾｶｲ,夢にめざめる世界,1,1980,0,47110,1
9784593504381,ｵﾜﾗﾅｲ ﾖﾙ,終わらない夜,1,1760,0,47110,1
9784593505166,ﾄﾞｺﾃﾞﾓ ﾅｲ ﾊﾞｼﾖ,どこでもない場所,1,1980,0,47110,1
9784061978256,ｵｻﾙ ﾜ,おさるはおさる,1,1210,0,47100,1
9784867320112,ｿﾞｳ ﾉ ﾏﾒﾊﾟｵ,ぞうのマメパオ,1,1760,0,47110,1
9784834005486,ﾖｱｹ,よあけ,1,1320,0,47110,1
9784905389385,ｸﾏ ﾏﾃﾞ ﾉ ｵｻﾗｲ ﾄｸｿｳﾊﾞﾝ,くままでのおさらい　特装版,1,5060,0,47110,1
9784759821055,ｽﾃｷﾃﾞｲﾀﾞｲﾅｼﾞﾖｾｲﾀﾁｶﾞｾｶｲｵｶｴﾀ,すてきで偉大な女性たちが世界を変えた,1,2090,0,47100,1
9784061324244,ﾌﾞﾄﾞｳｼﾕﾋﾞﾝ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ ﾌﾞﾄﾞｳｼﾕ ﾋﾞﾝ,ぶどう酒びんのふしぎな旅,1,3142,0,47110,1
9784579401123,ｸﾓ,くも,1,1980,0,47110,1
9784790250692,ｼﾘﾄﾘ ﾉ ﾀﾞｲｽｷ ﾅ ｵｳｻﾏ,しりとりのだいすきなおうさま,1,1430,0,47110,1
9784032020601,ﾈｺ ﾈｺ ｺﾈｺ,ねこねここねこ,1,1320,0,47110,1
9784834004366,ｻﾑｶﾞﾘﾔ ﾉ ｻﾝﾀ,さむがりやのサンタ,1,1320,0,47110,1
9784001151459,ﾋﾄﾏﾈ ｺｻﾞﾙ ﾋﾄ ﾏﾈ,ひとまねこざる　改訂新版,1,880,0,47110,1
9784834001402,ﾌﾞﾀﾌﾞﾀｸﾝ ﾉ ｵｶｲﾓﾉ,ぶたぶたくんのおかいもの,1,990,0,47110,1
9784834001594,ﾀﾞﾙﾏﾁﾔﾝﾄｶﾐﾅﾘﾁﾔﾝ,だるまちゃんとかみなりちゃん,1,990,0,47110,1
9784834004397,ﾊｲｼﾞ,ハイジ,1,2530,0,47100,1
9784834084771,ﾔ-ﾋﾞ ﾉ ﾌｶｲ ｱｷ,ヤービの深い秋,1,1870,0,47100,1
9784834011852,ﾋﾗﾉ ﾚﾐ ﾉ ｵﾘﾖｳﾘ ﾌﾞﾂｸ,平野レミのおりょうりブック,1,921,0,47110,1
9784834010176,ﾒｯｷﾗ ﾓｯｷﾗ ﾄﾞｵﾝ ﾄﾞﾝ,めっきらもっきらどおんどん,1,880,0,47110,1
9784769022220,ﾈｽﾞﾐ ﾆ ﾋﾟﾂﾀﾘ ﾉ ﾉﾘﾓﾉ,ねずみにぴったりののりもの,1,1650,0,47110,1
9784896379693,ﾁﾁﾔｺｲ ﾔﾂ,ちちゃこいやつ,1,1705,0,47110,1
9784198647476,ｵｵｶﾐ ﾉ ｵﾅｶ ﾉ ﾅｶ ﾃﾞ,おおかみのおなかのなかで,1,1870,0,47110,1
9784564018428,ｸｽﾉｷ ﾀﾞﾝﾁ ﾉ ｺﾝｻ-ﾄ,くすのきだんちのコンサート,1,1320,0,47110,1
9784591096369,ｱｲ ｾｲ ﾕ- ｾｲ ﾄﾘｶｴﾂｺ I SAY YOU SAY,Ｉ　Ｓａｙ，Ｙｏｕ　Ｓａｙ　とりかえっこ,1,2200,0,47110,1
9784062209717,ｴ ﾉ ﾅｲ ｴﾎﾝ,えのないえほん,1,1650,0,47110,1
9784061333246,ﾄﾞｼﾔﾌﾞﾘ,どしゃぶり,1,1540,0,47110,1
9784494006397,ｻｶｻﾏ ﾗｲｵﾝ,さかさまライオン,1,1430,0,47110,1
9784909809124,ｱｲﾎﾞｳ ﾜ ﾄﾞｺ ｴ,あいぼうはどこへ？,1,1760,0,47110,1
9784910352138,ﾗｲｵﾝﾉｺｺﾛ,ライオンのこころ,1,1650,0,47110,1
9784834000450,ﾗﾁ ﾄ ﾗｲｵﾝ,ラチとらいおん,1,1210,0,47110,1
9784776407751,ﾎﾝﾄｻｲｺｳﾉﾋ,ほんと　さいこうの日,1,1650,0,47110,1
9784893096913,ｸﾏ ｶﾞ ｳｴ ﾆ ﾉﾎﾞﾂﾀﾗ,くまがうえにのぼったら,1,1540,0,47110,1
9784265052844,ｱｻﾉｳﾀ,朝の歌,1,1980,0,47110,1
9784265851416,ﾏﾁﾙﾀﾞ ﾄ ﾌﾀﾘ ﾉ ﾊﾟﾊﾟ,マチルダとふたりのパパ,1,1650,0,47110,1
9784909125194,ｼﾞﾕﾘｱﾝ ﾜ ﾏ-ﾒｲﾄﾞ,ジュリアンはマーメイド,1,1980,0,47110,1
9784751519752,ｳｴｽﾞﾚ- ﾉ ｸﾆ,ウエズレーの国,1,1540,0,47110,1
9784783400677,ﾎﾟﾁ ﾉ ｷﾀ ｳﾐ,ぽちのきたうみ,1,1320,0,47110,1
9784337026056,ﾖｳｶｲﾑﾗ ﾉ ﾀﾉｼｲ ｵｼﾖｳｶﾞﾂ,ようかいむらのたのしいおしょうがつ,1,1650,0,47110,1
9784337026100,ﾖｳｶｲﾑﾗ ﾉ ｼﾄｼﾄ ｱﾒﾌﾘ,ようかいむらのしとしとあめふり,1,1650,0,47110,1
9784337026094,ﾖｳｶｲﾑﾗ ﾉ ﾄﾞｷﾄﾞｷ ﾋﾅﾏﾂﾘ,ようかいむらのどきどきひなまつり,1,1650,0,47110,1
9784198651602,ﾊﾙﾉﾋ,はるのひ,1,1760,0,47110,1
9784776410089,ｷﾐ ﾜ ﾀｲｾﾂ,きみはたいせつ,1,1760,0,47110,1
9784566008465,ﾋﾞｸﾋﾞｸ ﾋﾞﾘ- ﾋﾞｸ ﾋﾞｸ,びくびくビリー,1,1430,0,47110,1
9784750516004,ﾊﾙ ﾆﾜ ﾊﾈ ｶﾞ ﾊｴﾃﾙ ｶﾗ,ハルにははねがはえてるから,1,1760,0,47110,1
9784033286105,ﾊﾞﾝﾌﾞﾙｱ-ﾃﾞｲ,バンブルアーディ,1,2200,0,47110,1
9784924710702,ｶﾝｾﾞﾝﾊﾞﾝ ｺｯｷ ﾉ ｴﾎﾝ,完全版・国旗のえほん,1,3080,0,47110,1
9784033324005,ﾖﾙ ﾃﾞｽ,よるです,1,1540,0,47110,1
9784097251200,ﾂｷ ﾉ ﾊﾞﾝﾆﾝ,つきのばんにん,1,1650,0,47110,1
9784924710214,ﾑﾂﾂ ﾉ ｲﾛ,６つの色,1,1210,0,47110,1
9784871101356,ﾑﾂｼﾕ ﾑﾆｴﾙ ﾄ ｵﾂｷｻﾏ,ムッシュ・ムニエルとおつきさま,1,1100,0,47110,1
9784652020043,ｱｲｳｴｵｳｻﾏ,あいうえおうさま,1,1320,0,47110,1
9784652005255,ﾄﾓﾀﾞﾁ ﾜ ｳﾐ ﾉ ﾆｵｲ,ともだちは海のにおい,1,1650,0,47100,1
9784323002255,ｱﾒ ｶﾞ ﾌﾙ ﾄｷ ﾁﾖｳﾁﾖｳ ﾜ ﾄﾞｺ ｴ,あめがふるときちょうちょうはどこへ,1,1100,0,47110,1
9784865492156,ｱﾅﾌｻｷﾞ ﾉ ｼﾞｸﾞﾓﾝﾀ ｱﾅ ﾌｻｷﾞ,あなふさぎのジグモンタ,1,1430,0,47110,1
9784062830355,ﾅﾐ,なみ,1,1540,0,47110,1
9784569849454,ｱﾒ ﾉ ﾋ ﾜ ｲﾂｶｲ ﾔｽﾐ,雨の日は、一回休み,1,1760,0,42100,1
9784834005288,ｸﾞﾘﾄｸﾞﾗﾉｶｲｽｲﾖｸ,ぐりとぐらのかいすいよく,1,990,0,47110,1
9784895728812,ｱｶﾘ,あかり,1,1430,0,47110,1
9784834083781,ｺﾜｽ ｺｳｼﾞ ﾉ ｴﾎﾝ,こわす　こうじのえほん,1,1430,0,47110,1
9784871100816,ﾎﾞｸ ｶﾞ ﾄﾌﾞ,ぼくがとぶ,1,1430,0,47110,1
9784591162514,ﾐﾝﾅ ﾉ ｵｽｼ,みんなのおすし,1,1540,0,47110,1
9784881082430,ｵﾍﾞﾝﾄｳ ﾒｼｱｶﾞﾚ,おべんとうめしあがれ,1,880,0,47110,1
9784834010206,ﾌﾕﾒ ｶﾞｯｼｮｳﾀﾞﾝ,ふゆめがっしょうだん,1,921,0,47110,1
9784766134889,ﾋﾞﾝﾃ-ｼﾞ ｱｲｳｴｱ ｽﾀｲﾙ,ヴィンテージ・アイウェア・スタイル,1,2420,0,46100,1
9784278038255,ｼﾈﾏ ｳｲｽﾞ ｶｸﾃﾙ,シネマ・ウィズ・カクテル,1,1760,0,44200,1
9784791772520,ﾐﾗｲ ﾉ ﾙ-ｼ- ﾆﾝｹﾞﾝ ﾜ ﾄﾞｳﾌﾞﾂ ﾆﾓ ｼﾖｸﾌﾞﾂ ﾆﾓ,未来のルーシー　人間は動物にも植物にもな,1,1980,0,42490,1
9784865061567,ﾍﾞ-ｺﾝ ｱｲｽｸﾘ-ﾑ BACON ICE CREAM,ＢＡＣＯＮ　ＩＣＥ　ＣＲＥＡＭ,1,3080,0,46180,1
9784416615980,ｽﾘﾂﾌﾟｳｴｱ ｴｲｺｸ ｶﾗ ﾆﾎﾝ ｴ ｳｹﾂｶﾞﾚﾀ ﾐﾝｹﾞｲ ﾉ,スリップウェア　英国から日本へ受け継がれ,1,3520,0,46100,1
9784259566272,ｱﾘﾓﾄ ﾖｳｺ ｱﾌﾞﾗｱｹﾞ ﾄｳﾌ ｺﾝﾆﾔｸ,有元葉子油揚げ、豆腐、こんにゃく,1,1760,0,44200,1
9784416521885,ｵｸｼﾓﾛﾝﾉｱﾏｲﾓﾉOXYMORON,ＯＸＹＭＯＲＯＮのあまいもの,1,1760,0,44200,1
9784416618400,ﾀﾏｺﾞﾄﾊﾟﾝﾉｸﾐﾀﾃｶﾀ ﾀﾏｺﾞｻﾝﾄﾞﾉﾀﾝｷｭｳ,卵とパンの組み立て方　卵サンドの探究と料,1,2420,0,44200,1
9784579213085,ｲﾁｼﾞｸｽﾞｷﾉﾀﾒﾉﾚｼﾋﾟ,いちじく好きのためのレシピ,1,1650,0,44200,1
9784766132274,ｻﾞ ﾙ-ﾌﾟ,ザ・ループ,1,3080,0,46100,1
9784863101272,ﾄｳｶｲﾄﾞｳｼﾝｶﾝｾﾝｶｲｷﾞﾖｳｺ,東海道新幹線開業５０周年公式写,1,2750,0,46180,1
9784820729082,ﾏｲﾆﾁ ｶﾞ ﾓﾂﾄ ｶｶﾞﾔｸ ﾐﾝﾅ ﾉ ﾌﾞﾝｸﾞｼﾞﾕﾂ,毎日がもっと輝くみんなの文具術,1,1430,0,43400,1
9784395013012,ｶｸﾞ ｲﾝﾃﾘｱ ｹﾝﾁｸ ﾉ ﾃﾞｻﾞｲﾝ ｷｿ,家具・インテリア・建築のデザイン基礎,1,2970,0,44330,1
9784838726318,ﾁ-ﾑ ﾗﾎﾞ ｯﾃ ﾅﾆﾓﾉ,チームラボって、何者？　日本美術史に新た,1,3080,0,46300,1
9784903500881,ﾏﾖﾅｶ ﾉ ｾﾛﾘ ﾉ ｸｷ,真夜中のセロリの茎,1,1870,0,42100,1
9784344026506,ﾖﾙ ﾏﾀ ﾖﾙ ﾉ ﾌｶｲ ﾖﾙ,夜また夜の深い夜,1,1650,0,42100,1
9784103056577,ﾌｱｳﾝﾃﾝ ﾌﾞﾙ- ﾉ ﾏｼﾞﾝﾀﾁ,ファウンテンブルーの魔人たち,1,2750,0,42100,1
9784334913663,ｵﾀﾝｼﾞﾖｳｶｲ ｸﾛﾆｸﾙ,お誕生会クロニクル,1,1815,0,42100,1
9784163909028,ｱﾙ ｵﾄｺ,ある男,1,1760,0,42100,1
9784591159866,ｱﾄ ｵ ｹｽ ﾄｸｼﾕ ｾｲｿｳ ｾﾝﾓﾝｶﾞｲｼﾔ ﾃﾞﾂﾄﾞ ﾓ-ﾆﾝｸﾞ,跡を消す　特殊清掃専門会社デッドモーニン,1,1760,0,42100,1
9784150019204,ﾜﾚﾗ ﾉ ﾄﾞｸﾘﾂ ｵ ｷﾈﾝ ｼ,われらの独立を記念し,1,2530,0,41400,1
9784062188555,ｸﾏｶﾞｲ ﾓﾘｶｽﾞ ｶﾞｶ ﾄ ﾁｲｻﾅ ｲｷﾓﾉﾀﾁ,熊谷守一画家と小さな生きものたち,1,1870,0,46300,1
9784622078326,ｻﾙ ﾅﾘ ﾆ ｵﾓｲﾀﾞｽ ｺﾄ ﾅﾄﾞ ｼﾝｹｲ ｶｶﾞｸｼﾔ ｶﾞ ﾋﾋ,サルなりに思い出す事など,1,3740,0,44100,1
9784778315351,ｺｳﾌｸ ﾜ ﾅｾﾞ ﾃﾂｶﾞｸ ﾉ ﾓﾝﾀﾞｲ ﾆ ﾅﾙ ﾉｶ ﾅﾙﾉｶ,幸福はなぜ哲学の問題になるのか,1,1760,0,42200,1
