gds_jan_cd,,gdm_media_name,gds_tax_type,,,gdm_media_cd,
2002000002181,ｾｲﾌﾞｹﾞｷ,BD 西部劇,1,0,0,32049,1
2002000002198,TVﾄﾞﾗﾏｺｸﾅｲ,BD TVドラマ国内,1,0,0,32061,1
2002000002204,TVﾄﾞﾗﾏｶｲｶﾞｲ,BD TVドラマ海外,1,0,0,32062,1
2002000002211,TVﾄﾞﾗﾏｿﾉﾀ,BD TVドラマその他,1,0,0,32069,1
2002000002228,ﾄｸｻﾂﾋｰﾛｰ,BD 特撮・ヒーロー,1,0,0,32070,1
2002000002235,ｱﾆﾒ,BD アニメ,1,0,0,32081,1
2002000002242,ｾｲﾕｳ,ＤＶ声優,1,0,0,32082,1
2002000002259,ｷｯｽﾞｾﾞﾝﾊﾟﾝ,BD キッズ 全般,1,0,0,32090,1
2002000002266,ﾃﾞｨｽﾞﾆｰ,BD ディズニー,1,0,0,32091,1
2002000002273,ｷｯｽﾞﾌｧﾐﾘｰ,BD キッズ・ファミリー,1,0,0,32093,1
2002000002280,ｷｮｳｲｸ,BD 教育,1,0,0,32094,1
2002000002297,ｼｭﾐﾊｳﾂｰ,BD 趣味・ハウツー,1,0,0,32101,1
2002000002303,ｷｮｳﾖｳ,BD 教養,1,0,0,32102,1
2002000002310,ｴﾝｹﾞｲﾓﾉ,BD 演芸物,1,0,0,32103,1
2002000002327,ｴﾝｹﾞｷ,BD 演劇,1,0,0,32104,1
2002000002334,BGV,BD BGV,1,0,0,32105,1
2002000002341,ｲﾒｰｼﾞ,BD イメージ,1,0,0,32106,1
2002000002358,ﾄﾞｷｭﾒﾝﾀﾘｰ,BD ドキュメンタリー,1,0,0,32110,1
2002000002365,ｽﾎﾟｰﾂ,BD スポーツ,1,0,0,32120,1
2002000002372,ｱｲﾄﾞﾙ,BD アイドル,1,0,0,32130,1
2002000002389,ｱﾀﾞﾙﾄｾﾞﾝﾊﾟﾝ,BD アダルト 全般,1,0,0,32140,1
2002000002396,ｱﾀﾞﾙﾄｼﾞｯｼｬﾓﾉ,BD アダルト実写物,1,0,0,32141,1
2002000002402,ｱﾀﾞﾙﾄｱﾆﾒ,BD アダルトアニメ,1,0,0,32142,1
2002000002419,ｶﾗｵｹ,BD カラオケ,1,0,0,32150,1
2002000002426,ﾕﾆｭｳﾊﾞﾝ,BD 輸入盤,1,0,0,32160,1
2002000002433,ｿﾉﾀ,BD その他,1,0,0,32990,1
2002000002440,ｵﾝｶﾞｸﾓﾉ,VH 音楽物,1,0,0,33010,1
2002000002457,ﾎｳｶﾞ,VH 邦画,1,0,0,33020,1
2002000002464,ﾖｳｶﾞ,VH 洋画,1,0,0,33040,1
2002000002471,TVﾄﾞﾗﾏｺｸﾅｲ,VH TVドラマ国内,1,0,0,33061,1
2002000002488,TVﾄﾞﾗﾏｶｲｶﾞｲ,VH TVドラマ海外,1,0,0,33062,1
2002000002495,TVﾄﾞﾗﾏｿﾉﾀ,VH TVドラマその他,1,0,0,33069,1
2002000002501,ﾄｸｻﾂﾋｰﾛｰ,VH 特撮・ヒーロー,1,0,0,33070,1
2002000002518,ｱﾆﾒ,VH アニメ,1,0,0,33080,1
2002000002525,ｷｯｽﾞ,VH キッズ,1,0,0,33090,1
2002000002532,ｼｭﾐｷｮｳﾖｳ,VH 趣味・教養,1,0,0,33100,1
2002000002549,ﾄﾞｷｭﾒﾝﾀﾘｰ,VH ドキュメンタリー,1,0,0,33110,1
2002000002556,ｽﾎﾟｰﾂ,VH スポーツ,1,0,0,33120,1
2002000002563,ｱｲﾄﾞﾙ,VH アイドル,1,0,0,33130,1
2002000002570,ｱﾀﾞﾙﾄ,VH アダルト,1,0,0,33140,1
2002000002587,ｶﾗｵｹ,VH カラオケ,1,0,0,33150,1
2002000002594,ﾕﾆｭｳﾊﾞﾝ,VH 輸入盤,1,0,0,33160,1
2002000002600,ｿﾉﾀ,VH その他,1,0,0,33990,1
2002000002617,ｵﾝｶﾞｸﾓﾉ,HD 音楽物,1,0,0,34010,1
2002000002624,ﾎｳｶﾞ,HD 邦画,1,0,0,34020,1
2002000002631,ﾖｳｶﾞ,HD 洋画,1,0,0,34040,1
2002000002648,TVﾄﾞﾗﾏｺｸﾅｲ,HD TVドラマ国内,1,0,0,34061,1
2002000002655,TVﾄﾞﾗﾏｶｲｶﾞｲ,HD TVドラマ海外,1,0,0,34062,1
2002000002662,TVﾄﾞﾗﾏｿﾉﾀ,HD TVドラマその他,1,0,0,34069,1
2002000002679,ﾄｸｻﾂﾋｰﾛｰ,HD 特撮・ヒーロー,1,0,0,34070,1
2002000002686,ｱﾆﾒ,HD アニメ,1,0,0,34080,1
2002000002693,ｷｯｽﾞ,HD キッズ,1,0,0,34090,1
2002000002709,ｼｭﾐｷｮｳﾖｳ,HD 趣味・教養,1,0,0,34100,1
2002000002716,ﾄﾞｷｭﾒﾝﾀﾘｰ,HD ドキュメンタリー,1,0,0,34110,1
2002000002723,ｽﾎﾟｰﾂ,HD スポーツ,1,0,0,34120,1
2002000002730,ｱｲﾄﾞﾙ,HD アイドル,1,0,0,34130,1
2002000002747,ｱﾀﾞﾙﾄ,HD アダルト,1,0,0,34140,1
2002000002754,ｶﾗｵｹ,HD カラオケ,1,0,0,34150,1
2002000002761,ﾕﾆｭｳﾊﾞﾝ,HD 輸入盤,1,0,0,34160,1
2002000002778,ｿﾉﾀ,HD その他,1,0,0,34990,1
2002000002785,ｵﾝｶﾞｸﾓﾉ,UM 音楽物,1,0,0,35010,1
2002000002792,ﾎｳｶﾞ,UM 邦画,1,0,0,35020,1
2002000002808,ﾖｳｶﾞ,UM 洋画,1,0,0,35040,1
2002000002815,TVﾄﾞﾗﾏｺｸﾅｲ,UM TVドラマ国内,1,0,0,35061,1
2002000002822,TVﾄﾞﾗﾏｶｲｶﾞｲ,UM TVドラマ海外,1,0,0,35062,1
2002000002839,TVﾄﾞﾗﾏｿﾉﾀ,UM TVドラマその他,1,0,0,35069,1
2002000002846,ﾄｸｻﾂﾋｰﾛｰ,UM 特撮・ヒーロー,1,0,0,35070,1
2002000002853,ｱﾆﾒ,UM アニメ,1,0,0,35080,1
2002000002860,ｷｯｽﾞ,UM キッズ,1,0,0,35090,1
2002000002877,ｼｭﾐｷｮｳﾖｳ,UM 趣味・教養,1,0,0,35100,1
2002000002884,ﾄﾞｷｭﾒﾝﾀﾘｰ,UM ドキュメンタリー,1,0,0,35110,1
2002000002891,ｽﾎﾟｰﾂ,UM スポーツ,1,0,0,35120,1
2002000002907,ｱｲﾄﾞﾙ,UM アイドル,1,0,0,35130,1
2002000002914,ｱﾀﾞﾙﾄ,UM アダルト,1,0,0,35140,1
2002000002921,ｶﾗｵｹ,UM カラオケ,1,0,0,35150,1
2002000002938,ﾕﾆｭｳﾊﾞﾝ,UM 輸入盤,1,0,0,35160,1
2002000002945,ｿﾉﾀ,UM その他,1,0,0,35990,1
2002000002952,ｵﾝｶﾞｸﾓﾉ,VI 音楽物,1,0,0,39010,1
2002000002969,ﾎｳｶﾞ,VI 邦画,1,0,0,39020,1
2002000002976,ﾖｳｶﾞ,VI 洋画,1,0,0,39040,1
2002000002983,TVﾄﾞﾗﾏｺｸﾅｲ,VI TVドラマ国内,1,0,0,39061,1
2002000002990,TVﾄﾞﾗﾏｶｲｶﾞｲ,VI TVドラマ海外,1,0,0,39062,1
2002000003003,TVﾄﾞﾗﾏｿﾉﾀ,VI TVドラマその他,1,0,0,39069,1
2002000003010,ﾄｸｻﾂﾋｰﾛｰ,VI 特撮・ヒーロー,1,0,0,39070,1
2002000003027,ｱﾆﾒ,VI アニメ,1,0,0,39080,1
2002000003034,ｷｯｽﾞ,VI キッズ,1,0,0,39090,1
2002000003041,ｼｭﾐｷｮｳﾖｳ,VI 趣味・教養,1,0,0,39100,1
2002000003058,ﾄﾞｷｭﾒﾝﾀﾘｰ,VI ドキュメンタリー,1,0,0,39110,1
2002000003065,ｽﾎﾟｰﾂ,VI スポーツ,1,0,0,39120,1
2002000003072,ｱｲﾄﾞﾙ,VI アイドル,1,0,0,39130,1
2002000003089,ｱﾀﾞﾙﾄ,VI アダルト,1,0,0,39140,1
2002000003096,ｶﾗｵｹ,VI カラオケ,1,0,0,39150,1
2002000003102,ﾕﾆｭｳﾊﾞﾝ,VI 輸入盤,1,0,0,39160,1
2002000003119,ｿﾉﾀ,VI その他,1,0,0,39990,1
2002000003126,ｻﾞｯｼｾﾞﾝﾊﾟﾝ,雑誌 全般,1,0,0,40100,1
2002000003133,ｼｭｳｶﾝｼ,週刊誌,1,0,0,40110,1
2002000003140,ｹﾞｯｶﾝｼ,月刊誌,1,0,0,40120,1
2002000003157,ﾑｯｸ,ムック,1,0,0,40130,1
2002000003164,ｺﾐｯｸｾﾞﾝﾊﾟﾝ,コミック 全般,1,0,0,40200,1
2002000003171,ｺﾐｯｸﾚﾝｶﾊﾞﾝ,コミック 廉価版,1,0,0,40210,1
2002000003188,ｺﾐｯｸｼｮｳﾈﾝ,コミック 少年,1,0,0,40220,1
2002000003195,ｺﾐｯｸｼｮｳｼﾞｮ,コミック 少女,1,0,0,40230,1
2002000003201,ｺﾐｯｸｾｲﾈﾝ,コミック 青年,1,0,0,40240,1
2002000003218,ｺﾐｯｸｼﾞｮｾｲ,コミック 女性,1,0,0,40250,1
2002000003225,ｺﾐｯｸｾｲｼﾞﾝ,コミック 成人,1,0,0,40260,1
2002000003232,ｺﾐｯｸﾀﾝﾋﾞ,コミック 耽美,1,0,0,40270,1
2002000003249,ﾌﾞﾝｺｾﾞﾝﾊﾟﾝ,文庫 全般,1,0,0,41100,1
2002000003256,ﾌﾞﾝｺﾃｨｰﾝｽﾞｼｮｳｼﾞｮ,文庫 ティーンズ少女,1,0,0,41110,1
2002000003263,ﾌﾞﾝｺﾃｨｰﾝｽﾞｼｮｳﾈﾝ,文庫 ティーンズ少年,1,0,0,41120,1
2002000003270,ﾌﾞﾝｺﾚﾃﾞｨｰｽ,文庫 レディース,1,0,0,41130,1
2002000003287,ﾌﾞﾝｺﾆﾎﾝﾌﾞﾝｶﾞｸ,文庫 日本文学,1,0,0,41140,1
2002000003294,ﾌﾞﾝｺｶﾞｸｼﾞｭﾂｷｮｳﾖｳ,文庫 学術・教養,1,0,0,41150,1
2002000003300,ﾌﾞﾝｺｻﾞﾂｶﾞｸﾄｸｼｭ,文庫 雑学・特殊,1,0,0,41160,1
2002000003317,ﾌﾞﾝｺｶﾝﾉｳ,文庫 官能,1,0,0,41170,1
2002000003324,Lﾌﾞﾝｺｺﾐｯｸ,L文庫 コミック,1,0,0,41180,1
2002000003331,ﾌﾞﾝｺﾚｷｼ,文庫 歴史,1,0,0,41190,1
2002000003348,ﾌﾞﾝｺｶｲｶﾞｲﾌﾞﾝｶﾞｸ,文庫 海外文学,1,0,0,41200,1
2002000003355,ｼﾝｼｮｾﾞﾝﾊﾟﾝ,新書 全般,1,0,0,41400,1
2002000003362,ｼﾝｼｮﾉﾍﾞﾙｽ,新書 ノベルス,1,0,0,41410,1
2002000003379,ｼﾝｼｮﾌﾞｯｸｽ,新書 ブックス,1,0,0,41420,1
2002000003386,ｼﾝｼｮﾗｲﾌﾞﾗﾘｰ,新書 ライブラリー,1,0,0,41430,1
2002000003393,ｼﾝｼｮｷｮｳﾖｳ,新書 教養,1,0,0,41440,1
2002000003409,ｼﾝｼｮｾﾝｼｮｿｳｼｮ,新書 選書・双書,1,0,0,41450,1
2002000003416,ｼﾝｼｮﾀﾝﾋﾞ,新書 耽美,1,0,0,41460,1
2002000003423,ﾌﾞﾝｹﾞｲｾﾞﾝﾊﾟﾝ,文芸 全般,1,0,0,42100,1
2002000003430,ﾌﾞﾝｹﾞｲｼｼｼｭｳ,文芸 詩・詩集,1,0,0,42110,1
2002000003447,ﾌﾞﾝｹﾞｲﾀﾝｶﾊｲｸ,文芸 短歌・俳句,1,0,0,42120,1
2002000003454,ﾌﾞﾝｹﾞｲﾀﾝﾋﾞｶﾝﾉｳ,文芸 耽美・官能,1,0,0,42130,1
2002000003461,ﾌﾞﾝｹﾞｲﾌﾞﾝｶﾞｸｾﾞﾝｼｭｳ,文芸 文学全集,1,0,0,42140,1
2002000003478,ﾌﾞﾝｹﾞｲﾌﾞｯｸｶﾞｲﾄﾞ,文芸 ブックガイド,1,0,0,42150,1
2002000003485,ﾌﾞﾝｹﾞｲﾆﾎﾝﾌﾞﾝｶﾞｸ,文芸 日本文学,1,0,0,42160,1
2002000003492,ﾌﾞﾝｹﾞｲｴｯｾｲ,文芸 エッセイ,1,0,0,42170,1
2002000003508,ﾌﾞﾝｹﾞｲｶｲｶﾞｲﾌﾞﾝｶﾞｸ,文芸 海外文学,1,0,0,42180,1
2002000003515,ﾌﾞﾝｹﾞｲｺﾃﾝ,文芸 古典,1,0,0,42190,1
2002000003522,ﾌﾞﾝｹﾞｲﾌﾞﾝｹﾞｲﾋｮｳﾛﾝ,文芸 文芸評論,1,0,0,42200,1
2002000003539,ｷｮｳﾖｳｾﾞﾝﾊﾟﾝ,教養 全般,1,0,0,42300,1
2002000003546,ｷｮｳﾖｳﾉﾝﾌｨｸｼｮﾝ,教養 ノンフィクション,1,0,0,42310,1
2002000003553,ｷｮｳﾖｳｼﾞｮｾｲﾉﾎﾝﾀﾞﾅ,教養 女性の本棚,1,0,0,42320,1
2002000003560,ｷｮｳﾖｳｻﾞﾂｶﾞｸﾁｼｷ,教養 雑学・知識,1,0,0,42330,1
2002000003577,ｷｮｳﾖｳﾗｲﾄｴｯｾｲ,教養 ライトエッセイ,1,0,0,42340,1
2002000003584,ｼﾞﾝﾌﾞﾝｾﾞﾝﾊﾟﾝｲ,人文 全般,1,0,0,42400,1
2002000003591,ｼﾞﾝﾌﾞﾝｺｸｺﾞｶﾞｸ,人文 国語学,1,0,0,42410,1
2002000003607,ｼﾞﾝﾌﾞﾝｼｭｳｷｮｳ,人文 宗教,1,0,0,42420,1
2002000003614,ｼﾞﾝﾌﾞﾝﾌﾞﾝｶﾐﾝｿﾞｸ,人文 文化・民俗,1,0,0,42430,1
2002000003621,ｼﾞﾝﾌﾞﾝﾁﾘﾚｷｼ,人文 地理・歴史,1,0,0,42440,1
2002000003638,ｼﾞﾝﾌﾞﾝｼｬｶｲ,人文 社会,1,0,0,42450,1
2002000003645,ｼﾞﾝﾌﾞﾝﾄｼｮｶﾝﾊｸﾌﾞﾂｶﾝ,人文 図書館・博物館,1,0,0,42460,1
2002000003652,ｼﾞﾝﾌﾞﾝｾｲｼﾝｾｶｲ,人文 精神世界,1,0,0,42470,1
2002000003669,ｼﾞﾝﾌﾞﾝｼﾝﾘ,人文 心理,1,0,0,42480,1
2002000003676,ｼﾞﾝﾌﾞﾝﾃﾂｶﾞｸｼｿｳ,人文 哲学・思想,1,0,0,42490,1
2002000003683,ｼｬｶｲ,社会,1,0,0,43100,1
2002000003690,ﾎｳﾘﾂ,法律,1,0,0,43200,1
2002000003706,ｹｲｻﾞｲ,経済,1,0,0,43300,1
2002000003713,ｹｲｴｲ,経営,1,0,0,43400,1
2002000003720,ﾋﾞｼﾞﾈｽ,ビジネス,1,0,0,43500,1
2002000003737,ｷｮｳｲｸ,教育,1,0,0,43600,1
2002000003744,ｺﾞｶﾞｸ,語学,1,0,0,43700,1
2002000003751,ｼﾞﾂﾖｳｼｮ,実用書,1,0,0,43800,1
2002000003768,ﾘｶﾞｸｾﾞﾝﾊﾟﾝ,理学 全般,1,0,0,44100,1
2002000003775,ﾘｶﾞｸｶｶﾞｸ,理学 科学,1,0,0,44110,1
2002000003782,ﾘｶﾞｸｶｶｸ,理学 化学,1,0,0,44120,1
2002000003799,ﾘｶﾞｸｽｳｶﾞｸ,理学 数学,1,0,0,44130,1
2002000003805,ﾘｶﾞｸﾌﾞﾂﾘｶﾞｸ,理学 物理学,1,0,0,44140,1
2002000003812,ﾘｶﾞｸｾｲﾌﾞﾂｶﾞｸ,理学 生物学,1,0,0,44150,1
2002000003829,ﾘｶﾞｸｾｲﾒｲｶｶﾞｸ,理学 生命科学,1,0,0,44160,1
2002000003836,ﾘｶﾞｸｶﾝｷｮｳ,理学 環境,1,0,0,44170,1
2002000003843,ﾘｶﾞｸﾁｶﾞｸ,理学 地学,1,0,0,44180,1
2002000003850,ﾘｶﾞｸﾃﾝﾓﾝﾁｷｭｳ,理学 天文・宇宙,1,0,0,44190,1
2002000003867,ﾘｶﾞｸｶｾｲｶﾞｸ,理学 家政学,1,0,0,44200,1
2002000003874,ﾘｶﾞｸﾉｳｶﾞｸ,理学 農学,1,0,0,44210,1
2002000003881,ｺｳｶﾞｸｾﾞﾝﾊﾟﾝ,工学 全般,1,0,0,44300,1
2002000003898,ｺｳｶﾞｸﾃﾞﾝｷﾃﾞﾝｼｺｳｶﾞｸ,工学 電気電子工学,1,0,0,44310,1
2002000003904,ｺｳｶﾞｸﾄﾞﾎﾞｸｺｳｶﾞｸ,工学 土木工学,1,0,0,44320,1
2002000003911,ｺｳｶﾞｸｹﾝﾁｸｺｳｶﾞｸ,工学 建築工学,1,0,0,44330,1
2002000003928,ｺｳｶﾞｸｷｶｲｺｳｶﾞｸ,工学 機械工学,1,0,0,44340,1
2002000003935,ｺｳｶﾞｸｷﾝｿﾞｸｺｳｶﾞｸ,工学 金属工学,1,0,0,44350,1
2002000003942,ｺｳｶﾞｸｶｶｸｺｳｷﾞｮｳ,工学 化学工業,1,10,0,44360,1
2002000003959,ｺｳｶﾞｸｶｲｼﾞｺｳｶﾞｸ,工学 海事工学,1,0,0,44370,1
2002000003966,ｺｳｶﾞｸｹｲｴｲｺｳｶﾞｸ,工学 経営工学,1,0,0,44380,1
2002000003973,ｺｳｶﾞｸｼﾞｮｳﾎｳｺｳｶﾞｸ,工学 情報工学,1,0,0,44390,1
2002000003980,ｺﾝﾋﾟｭｰﾀ,コンピュータ,1,0,0,44500,1
2002000003997,ｾｲｶﾂ,生活,1,0,0,45100,1
2002000004000,ﾆｯｷﾃﾁｮｳ,日記手帳,1,0,0,45300,1
2002000004017,ｼｭﾐｾﾞﾝﾊﾟﾝ,趣味 全般,1,0,0,46100,1
2002000004024,ｼｭﾐｽﾎﾟｰﾂ,趣味 スポーツ,1,0,0,46110,1
2002000004031,ｼｭﾐｱｳﾄﾄﾞｱ,趣味 アウトドア,1,0,0,46120,1
2002000004048,ｼｭﾐｴﾝｹﾞｲ,趣味 園芸,1,0,0,46130,1
2002000004055,ｼｭﾐｸﾙﾏﾊﾞｲｸ,趣味 くるま・バイク,1,0,0,46140,1
2002000004062,ｼｭﾐｳﾗﾅｲ,趣味 占い,1,0,0,46150,1
2002000004079,ｼｭﾐｶﾄﾞｳｻﾄﾞｳ,趣味 華道・茶道,1,0,0,46160,1
2002000004086,ｼｭﾐｹﾞｰﾑｷﾞｬﾝﾌﾞﾙ,趣味 ゲーム・ギャンブル,1,0,0,46170,1
2002000004093,ｼｭﾐｶﾒﾗﾋﾞﾃﾞｵ,趣味 カメラ・ビデオ,1,0,0,46180,1
2002000004109,ｼｭﾐﾎﾋﾞｰ,趣味 ホビー,1,0,0,46190,1
2002000004116,ｼｭﾐｶｸﾄｳｷﾞ,趣味 格闘技,1,0,0,46200,1
2002000004123,ｼｭﾐｵﾝｶﾞｸ,趣味 音楽,1,0,0,46210,1
2002000004130,ｹﾞｲｼﾞｭﾂｾﾞﾝﾊﾟﾝ,芸術 全般,1,0,0,46300,1
2002000004147,ｹﾞｲｼﾞｭﾂｴｲｶﾞ,芸術 映画,1,0,0,46310,1
2002000004154,ｹﾞｲｼﾞｭﾂｴﾝｹﾞｷ,芸術 演劇,1,0,0,46320,1
2002000004161,ｹﾞｲｼﾞｭﾂｹﾞｲﾉｳ,芸術 芸能,1,0,0,46330,1
2002000004178,ｹﾞｲｼﾞｭﾂﾋﾞｼﾞｭﾂ,芸術 美術,1,0,0,46340,1
2002000004185,ｹﾞｲｼﾞｭﾂｼｬｼﾝ,芸術 写真,1,0,0,46350,1
2002000004192,ｹｲｼﾞｭﾂｺｳｹﾞｲ,芸術 工芸,1,0,0,46360,1
2002000004208,ｹﾞｲｼﾞｭﾂｺｯﾄｳ,芸術 骨董,1,0,0,46370,1
2002000004215,ｹﾞｲｼﾞｭﾂｱｰﾄｼｬｼﾝｼｭｳ,芸術 アート写真集,1,0,0,46380,1
2002000004222,ｹﾞｲｼﾞｭﾂｵﾝｶﾞｸ,芸術 音楽,1,0,0,46390,1
2002000004239,ｹﾞｰﾑｺｳﾘｬｸﾎﾞﾝ,ゲーム攻略本,1,0,0,46500,1
2002000004246,ｴﾝﾀｰﾃｲﾒﾝﾄ,エンターテイメント,1,0,0,46700,1
2002000004253,ﾀﾚﾝﾄｼｬｼﾝｼｭｳ,タレント写真集,1,0,0,46710,1
2002000004260,ｱﾀﾞﾙﾄｼｬｼﾝｼｭｳ,アダルト写真集,1,0,0,46720,1
2002000004277,ｼﾞﾄﾞｳ,児童,1,0,0,47100,1
2002000004284,ｴﾎﾝ,絵本,1,0,0,47110,1
2002000004291,ｶﾞｸｻﾝｾﾞﾝﾊﾟﾝ,学参 全般,1,0,0,47200,1
2002000004307,ｼｮｳｶﾞｸｶﾞｸｻﾝ,小学学参,1,0,0,47201,1
2002000004314,ﾁｭｳｶﾞｸｶﾞｸｻﾝ,中学学参,1,0,0,47202,1
2002000004321,ｺｳｺｳｶﾞｸｻﾝ,高校学参,1,0,0,47203,1
2002000004338,ｼﾞﾃﾝ,辞典,1,0,0,47300,1
2002000004345,ｲｶﾞｸ,医学,1,0,0,47400,1
2002000004352,ｶﾝｺﾞｶﾞｸ,看護学,1,0,0,47500,1
2002000004369,ﾔｸｶﾞｸ,薬学,1,0,0,47600,1
2002000004376,ｼｶｸｼｹﾝ,資格試験,1,0,0,47700,1
2002000004383,ﾁｽﾞﾘｮｺｳｾﾞﾝﾊﾟﾝ,地図・旅行 全般,1,0,0,48100,1
2002000004390,ﾁｽﾞ,地図,1,0,0,48101,1
2002000004406,ｶﾞｲﾄﾞﾌﾞｯｸ,ガイドブック,1,0,0,48102,1
2002000004413,ﾘｮｺｳｶｲﾜ,旅行会話,1,0,0,48103,1
2002000004420,ｼｮｾｷｾﾞﾝﾊﾟﾝ,書籍 全般,1,0,0,49100,1
2002000004437,ｹﾞｰﾑｿﾌﾄ,ゲームソフト,1,0,0,81010,1
2002000004444,ﾊﾟｿｺﾝｿﾌﾄ,パソコンソフト,1,0,0,81020,1
2002000004451,AVｷｷ,AV機器,1,0,0,82011,1
2002000004468,AVｷｷｼｭｳﾍﾝｷｷ,AV周辺機器,1,0,0,82012,1
2002000004475,ｹﾞｰﾑｷｷ,ゲーム機器,1,0,0,82021,1
2002000004482,ｹﾞｰﾑｼｭｳﾍﾝｷｷ,ゲーム周辺機器,1,0,0,82022,1
2002000004499,ﾊﾟｿｺﾝｷｷ,パソコン機器,1,0,0,82031,1
2002000004505,ﾊﾟｿｺﾝｼｭｳﾍﾝｷｷ,パソコン周辺機器,1,0,0,82032,1
2002000004512,ｶｾｯﾄﾃｰﾌﾟ,カセットテープ,1,0,0,83011,1
2002000004529,ﾏｲｸﾛｶｾｯﾄﾃｰﾌﾟ,マイクロカセットテープ,1,0,0,83012,1
2002000004536,DAT,DAT,1,0,0,83013,1
2002000004543,ｵｰﾃﾞｨｵﾃｰﾌﾟｿﾉﾀ,オーディオテープその他,1,0,0,83019,1
2002000004550,VHS,VHS,1,0,0,83021,1
2002000004567,SVHS,S-VHS,1,0,0,83022,1
2002000004574,DVHS,D-VHS,1,0,0,83023,1
2002000004581,DV,DV,1,0,0,83024,1
2002000004598,miniDV,miniDV,1,0,0,83025,1
2002000004604,8mm,8mm,1,0,0,83026,1
2002000004611,ﾋﾞﾃﾞｵﾃｰﾌﾟｿﾉﾀ,ビデオテープその他,1,0,0,83029,1
2002000004628,MD,MD,1,0,0,83030,1
2002000004635,ﾌﾛｯﾋﾟｰﾃﾞｨｽｸ,フロッピーディスク,1,0,0,83040,1
2002000004642,CDR,CD-R,1,0,0,83051,1
2002000004659,CDRW,CD-RW,1,0,0,83052,1
2002000004666,CDｿﾉﾀ,CDその他,1,0,0,83059,1
2002000004673,DVDRAM,DVD-RAM ,1,0,0,83061,1
2002000004680,DVDR,DVD-R,1,0,0,83062,1
2002000004697,DVDRW,DVD-RW ,1,0,0,83063,1
2002000004703,DVD+R,DVD+R,1,0,0,83064,1
2002000004710,DVD+RW,DVD+RW ,1,0,0,83065,1
2002000004727,DVDｿﾉﾀ,DVDその他,1,0,0,83069,1
2002000004734,ﾌﾞﾙｰﾚｲ,ブルーレイ,1,0,0,83070,1
2002000004741,HDDVD,HD-DVD ,1,0,0,83080,1
2002000004758,xDﾋﾟｸﾁｬｰｶｰﾄﾞ,xDピクチャーカード,1,0,0,83090,1
2002000004765,SDﾒﾓﾘｶｰﾄﾞ,SDメモリカード,1,0,0,83101,1
2002000004772,miniSDﾒﾓﾘｶｰﾄﾞ,miniSDメモリカード,1,0,0,83102,1
2002000004789,microSDﾒﾓﾘｶｰﾄﾞ,microSDメモリカード,1,0,0,83103,1
2002000004796,SDｶｰﾄﾞｿﾉﾀ,SDカードその他,1,0,0,83109,1
2002000004802,ｺﾝﾊﾟｸﾄﾌﾗｯｼｭ,コンパクトフラッシュ ,1,0,0,83110,1
2002000004819,ﾏｲｸﾛﾄﾞﾗｲﾌﾞ,マイクロドライブ,1,0,0,83120,1
2002000004826,ﾒﾓﾘｰｽﾃｨｯｸ,メモリースティック,1,0,0,83130,1
2002000004833,ｽﾏｰﾄﾒﾃﾞｨｱ,スマートメディア ,1,0,0,83140,1
2002000004840,USBﾒﾓﾘ,USBメモリ,1,0,0,83150,1
2002000004857,ｷﾛｸﾒﾃﾞｨｱｿﾉﾀ,記録メディアその他,1,0,0,83990,1
2002000004864,ｲｯﾊﾟﾝｶﾞﾝｸﾞ,一般玩具,1,0,0,84010,1
2002000004871,ﾁｲｸｶﾞﾝｸﾞ,知育玩具,1,0,0,84020,1
2002000004888,ｼｮｸｶﾞﾝ,食玩,1,0,0,84030,1
2002000004895,ﾄﾚｶ,トレカ,1,0,0,84040,1
2002000004901,ﾌｨｷﾞｭｱ,フィギュア,1,0,0,84050,1
2002000004918,ｶﾞﾝﾌﾟﾗ,ガンプラ,1,0,0,84060,1
2002000004925,ﾊﾟｰﾃｨｶﾞﾝｸﾞ,パーティ玩具,1,0,0,84070,1
2002000004932,ﾌﾞﾝｸﾞ,文具,1,0,0,84210,1
2002000004949,ｶﾞｯｷ,楽器,1,0,0,84310,1
2002000004956,ｶﾚﾝﾀﾞｰ,カレンダー,1,0,0,84610,1
2002000004963,ﾃﾝﾎﾟｷｷ,店舗機器,1,0,0,85010,1
2002000004970,ｼﾞｭｳｷ,什器,1,0,0,85020,1
2002000004987,ﾊﾝｿｸﾌﾞﾂ,販促物,1,0,0,85030,1
2002000004994,ｿﾉﾀｾﾂﾋﾞﾋﾝ,その他設備品,1,0,0,85910,1
2002000005007,ｿﾉﾀｼｮｳﾓｳﾋﾝ,その他消耗品,1,0,0,85920,1
2002000005236,ﾄｼｮｹﾝｶｰﾄﾞ,図書券・カード,2,0,0,86010,1
2002000005243,ｵﾝｶﾞｸｷﾞﾌﾄｹﾝ,音楽ギフト券,2,0,0,86020,1
2002000005250,iTunesｶｰﾄﾞ,iTunesカード,1,0,0,86030,1
2002000005267,ｵﾓﾁｬｹﾝ,おもちゃ券,1,0,0,86040,1
2002000005274,ｲﾝｼｷｯﾃ,印紙切手,1,0,0,86050,1
2002000005281,ｿﾉﾀﾌﾟﾘﾍﾞｲﾄﾞｶｰﾄﾞ,その他プリベイドカード,1,0,0,86910,1
2002000005298,ｷﾝｹﾝｿﾉﾀ,金券その他,1,0,0,86990,1
2002000005083,ﾆｭｳｶｲｷﾝ,入会金,1,0,0,87010,1
